1.000000000000000000e+00,1.986289062499999869e-01,-3.008085937500000195e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.898984374999999891e-01,-2.132734374999999960e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.243632812499999990e-01,-3.962109375000000266e-02,1.000000000000000000e+00
1.000000000000000000e+00,1.649335937499999960e-01,-2.795976562499999929e-01,-1.000000000000000000e+00
1.000000000000000000e+00,2.296093750000000044e-01,-2.882226562499999867e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.399296875000000107e-01,-4.496484374999999700e-02,1.000000000000000000e+00
1.000000000000000000e+00,1.430898437500000009e-01,-2.608671874999999862e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.516445312499999920e-01,-2.479570312499999873e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.293046874999999873e-01,-2.248437500000000089e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.635507812499999991e-01,-2.434804687500000120e-01,-1.000000000000000000e+00
1.000000000000000000e+00,4.745312500000000155e-01,-1.827343750000000044e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.882187499999999902e-01,-5.938671874999999767e-02,-1.000000000000000000e+00
1.000000000000000000e+00,1.614609375000000124e-01,-2.476562499999999944e-01,-1.000000000000000000e+00
1.000000000000000000e+00,3.873789062499999880e-01,-2.147265624999999956e-01,-1.000000000000000000e+00
1.000000000000000000e+00,2.393945312499999867e-01,-2.996757812499999951e-01,-1.000000000000000000e+00
1.000000000000000000e+00,9.834374999999999367e-02,-2.024960937499999947e-01,-1.000000000000000000e+00
1.000000000000000000e+00,3.885585937500000142e-01,-2.226484374999999905e-01,-1.000000000000000000e+00
1.000000000000000000e+00,3.511757812499999853e-01,-3.622343749999999973e-01,-1.000000000000000000e+00
1.000000000000000000e+00,2.265898437499999918e-01,-3.385000000000000231e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.543750000000000122e-01,-2.174609375000000067e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.111289062500000063e-01,-2.817578125000000031e-02,1.000000000000000000e+00
1.000000000000000000e+00,1.055117187499999970e-01,-1.588984374999999893e-01,-1.000000000000000000e+00
1.000000000000000000e+00,2.167851562499999996e-01,-2.891367187500000213e-01,-1.000000000000000000e+00
1.000000000000000000e+00,2.646875000000000200e-01,-3.427460937499999805e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.002421874999999962e-01,-1.698632812499999978e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.645625000000000004e-01,-1.281093749999999976e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.675937500000000135e-01,-2.947187499999999738e-01,-1.000000000000000000e+00
